Part Number▲▼,Product Image,Rev. Voltage(V)▲▼,IF(AV)(A)▲▼,VFat IF(V at A)▲▼,IFSM(A)▲▼,IRM(mA)▲▼,TJmax.(°C)▲▼,Package (JEDEC®) Code▲▼,Circuit Configuration▲▼,AEC-Q101Qualified▲▼,Image path
VI40100C-E3,Enlarge,100,2 x 20,0.61,250,,150,TO-262AA,Common cathode,No,image/diodes/schottky/89042.png
VI40100G,Enlarge,100,2 x 20,0.67,200,,150,TO-262AA,Common cathode,No,image/diodes/schottky/89189.png
VI40100G-E3,Enlarge,100,2 x 20,0.67,200,,150,TO-262AA,Common cathode,No,image/diodes/schottky/88970.png
VI40120C,Enlarge,120,2 x 20,0.63,250,,150,TO-262AA,Common cathode,No,image/diodes/schottky/89163.png
VI40120C,Enlarge,120,2 x 20,0.63,250,,150,TO-262AA,Common cathode,No,image/diodes/schottky/88937.png
VI40150C,Enlarge,150,2 x 20,0.75,160,,150,D2PAK (TO-263AB),Common cathode,No,image/diodes/schottky/89250.png
VI40150C-E3,Enlarge,150,2 x 20,0.75,160,,150,TO-262AA,Common cathode,No,image/diodes/schottky/89048.png
VI40M120C,Enlarge,120,2 x 20,0.64,250,,175,TO-262AA,Common cathode,No,image/diodes/schottky/89465.png
VI60100C-E3,Enlarge,100,2 x 30,0.66,320,,150,TO-262AA,Common cathode,No,image/diodes/schottky/88942.png
VIT10200C-E3,Enlarge,200,2 x 5.0,0.65,80,,150,TO-262AA,Common cathode,No,image/diodes/schottky/89177.png
VIT1045C,Enlarge,45,2 x 5.0,0.41,100,,150,TO-262AA,Common cathode,No,image/diodes/schottky/89348.png
VIT1045CBP,Enlarge,45,2 x 5.0,0.41,100,,200,TO-262AA,Common cathode,No,image/diodes/schottky/89363.png
VIT1060C,Enlarge,60,2 x 5.0,0.50,100,,150,TO-262AA,Common cathode,No,image/diodes/schottky/89232.png
VIT1060C-E3,Enlarge,60,2 x 5,0.50,100,,150,D2PAK (TO-263AB),Common cathode,No,image/diodes/schottky/89131.png
VIT1080C,Enlarge,80,2 x 5,0.57,80,,150,TO-262AA,Common cathode,No,image/diodes/schottky/89237.png
VIT1080C-E3,Enlarge,80,2 x 5,0.57,80,,150,TO-262AA,Common cathode,No,image/diodes/schottky/89164.png
VIT1080S,Enlarge,80,10,0.60,100,,150,TO-262AA,Single,No,image/diodes/schottky/89238.png
VIT1080S-E3,Enlarge,80,10,0.51,100,,150,D2PAK (TO-263AB),Single,No,image/diodes/schottky/89165.png
VIT2045C,Enlarge,45,2 x 10,0.41,160,,150,TO-262AA,Common cathode,No,image/diodes/schottky/89349.png
VIT2045CBP,Enlarge,45,2 x 10,0.41,160,,200,TO-262AA,Common cathode,No,image/diodes/schottky/89364.png
VIT2060C,Enlarge,60,2 x 10,0.52,150,,150,TO-262AA,Common cathode,No,image/diodes/schottky/89233.png
VIT2060C-E3,Enlarge,60,2 x 10,0.52,150,,150,TO-262AA,Common cathode,No,image/diodes/schottky/89132.png
VIT2060G,Enlarge,60,2 x 10,0.63,100,,150,TO-262AA,Common cathode,No,image/diodes/schottky/89234.png
VIT2060G-E3,Enlarge,60,2 x 10,0.63,100,,150,TO-262AA,Common cathode,No,image/diodes/schottky/89133.png
VIT2080C,Enlarge,80,2 x 10,0.60,100,,150,TO-262AA,Common cathode,No,image/diodes/schottky/89239.png
VIT2080C-E3,Enlarge,80,2 x 10,0.60,100,,150,TO-262AA,Common cathode,No,image/diodes/schottky/89166.png
VIT2080S,Enlarge,80,20,0.70,150,,150,TO-262AA,Single,No,image/diodes/schottky/89240.png
VIT2080S-E3,Enlarge,80,20,0.70,150,,150,TO-262AA,Single,No,image/diodes/schottky/89167.png
VIT3045C-M3,Enlarge,45,2 x 15,0.39,200,,150,TO-262AA,Dual common cathode,Yes,image/diodes/schottky/89350.png
VIT3045CBP,Enlarge,45,2 x 15,0.39,200,,200,TO-262AA,Common cathode,No,image/diodes/schottky/89365.png
VIT3045CHM3,Enlarge,45,2 x 15,0.39,200,,150,TO-262AA,Dual common cathode,Yes,image/diodes/schottky/89350.png
VIT3060C,Enlarge,60,2 x 15,0.57,170,,150,TO-262AA,Common cathode,No,image/diodes/schottky/89235.png
VIT3060C-E3,Enlarge,60,2 x 15,0.57,170,,150,TO-262AA,Common cathode,No,image/diodes/schottky/89134.png
VIT3060G,Enlarge,60,2 x 15,0.61,150,,150,TO-262AA,Common cathode,No,image/diodes/schottky/89236.png
VIT3060G-E3,Enlarge,60,2 x 15,0.61,150,,150,TO-262AA,Common cathode,No,image/diodes/schottky/89135.png
VIT3080C,Enlarge,80,2 x 15,0.65,150,,150,TO-262AA,Common cathode,No,image/diodes/schottky/89241.png
VIT3080C-E3,Enlarge,80,2 x 15,0.65,150,,150,TO-262AA,Common cathode,No,image/diodes/schottky/89168.png
VIT3080S,Enlarge,80,30,0.73,200,,150,TO-262AA,Single,No,image/diodes/schottky/89242.png
VIT3080S-E3,Enlarge,80,30,0.73,200,,150,TO-262AA,Single,No,image/diodes/schottky/89169.png
VIT30L60C,Enlarge,60,2 x 15,0.45,200,,150,TO-262AA,Common cathode,No,image/diodes/schottky/89438.png
VIT30L60C-E3,Enlarge,60,2 x 15,0.45,200,,150,TO-262AA,Common cathode,No,image/diodes/schottky/89380.png
VIT4045C,Enlarge,45,2 x 20,0.41,240,,150,TO-262AA,Common cathode,No,image/diodes/schottky/89351.png
VIT4060C,Enlarge,60,2 x 20,0.48,240,,150,TO-262AA,Common cathode,No,image/diodes/schottky/89439.png
VIT4060C-E3,Enlarge,60,2 x 20,0.48,240,,150,TO-262AA,Common cathode,No,image/diodes/schottky/89381.png
VIT5200-E3,Enlarge,200,5,0.65,80,,150,TO-262AA,Single,No,image/diodes/schottky/89176.png
VIT5202-M3,Enlarge,200,5,0.65,100,,175,TO-262AA,Single,No,image/diodes/schottky/87700.png
VIT6045C,Enlarge,45,2 x 30,0.47,320,,150,TO-262AA,Common cathode,No,image/diodes/schottky/89352.png
VIT6045CBP,Enlarge,45,2 x 30,0.47,320,,200,TO-262AA,Common cathode,No,image/diodes/schottky/89366.png
VIT760,Enlarge,60,7.5,0.60,100,,150,TO-262AA,Single,No,image/diodes/schottky/89231.png
VIT760-E3,Enlarge,60,7.5,0.60,100,,150,TO-262AA,Single,No,image/diodes/schottky/89130.png
VS-100BGQ015-N4,Enlarge,15,100,0.45,5000,870 at 100 °C,125,PowerTab®,Single,No,image/diodes/schottky/97212.png
VS-100BGQ015HN4,Enlarge,15,100,0.45,5000,870 at 100 °C,125,PowerTab®,Single,Yes,image/diodes/schottky/97211.png
VS-100BGQ030-N4,Enlarge,30,100,0.56,4500,460 at 125 °C,150,PowerTab®,Single,No,image/diodes/schottky/97214.png
VS-100BGQ030HN4,Enlarge,30,100,0.56,4500,460 at 125 °C,150,PowerTab®,Single,Yes,image/diodes/schottky/97213.png
VS-100BGQ045-N4,Enlarge,45,100,0.71,4400,320 at 125 °C,150,PowerTab®,Single,No,image/diodes/schottky/97223.png
VS-100BGQ045HN4,Enlarge,45,100,0.71,4400,320 at 125 °C,150,PowerTab®,Single,Yes,image/diodes/schottky/97222.png
VS-100BGQ100-N4,Enlarge,100,100,0.82,6300,180 at 125 °C,175,PowerTab®,Single,No,image/diodes/schottky/97216.png
VS-100BGQ100HN4,Enlarge,100,100,0.82,6300,180 at 125 °C,175,PowerTab®,Single,Yes,image/diodes/schottky/97215.png
VS-10BQ015-M3,Enlarge,15,1,0.21,140,35 at 100 °C,125,SMB (DO-214AA),Single,No,image/diodes/schottky/93349.png
VS-10BQ015HM3,Enlarge,15,1,0.21,140,35 at 100 °C,125,SMB (DO-214AA),Single,Yes,image/diodes/schottky/95722.png
VS-10BQ030-M3,Enlarge,30,1,0.420,430,15 at 125 °C,150,SMB (DO-214AA),Single,No,image/diodes/schottky/95738.png
VS-10BQ030HM3,Enlarge,30,1,0.420,430,15 at 125 °C,150,SMB (DO-214AA),Single,Yes,image/diodes/schottky/95740.png
VS-10BQ040-M3,Enlarge,40,1,0.38,430,9 at 125 °C,150,SMB (DO-214AA),Single,No,image/diodes/schottky/93335.png
VS-10BQ040HM3,Enlarge,40,1,0.38,430,9 at 125 °C,150,SMB (DO-214AA),Single,Yes,image/diodes/schottky/95723.png
VS-10BQ060-M3,Enlarge,60,1,0.42,700,8 at 125 °C,150,SMB (DO-214AA),Single,No,image/diodes/schottky/93357.png
VS-10BQ060HM3,Enlarge,60,1,0.42,700,8 at 125 °C,150,SMB (DO-214AA),Single,Yes,image/diodes/schottky/95724.png
VS-10BQ100-M3,Enlarge,100,1,0.59,780,1 at 125 °C,175,SMB (DO-214AA),Single,No,image/diodes/schottky/93227.png
VS-10BQ100HM3,Enlarge,100,1,0.59,780,1 at 125 °C,175,SMB (DO-214AA),Single,Yes,image/diodes/schottky/95725.png
VS-10CTQ150-1-M3,Enlarge,150,2 x 5,0.93,620,7 at 125 °C,175,TO-262AA,Common cathode,No,image/diodes/schottky/95729.png
VS-10CTQ150-M3,Enlarge,150,2 x 5,0.73,620,7 at 125 °C,175,TO-220AB 3L,Common cathode,No,image/diodes/schottky/96245.png
VS-10CTQ150S-M3,Enlarge,150,2 x 5,0.93,620,7 at 125 °C,175,D2PAK (TO-263AB),Common cathode,No,image/diodes/schottky/95729.png
VS-10MQ040-M3,Enlarge,40,1,0.49,120,26 at 125 °C,150,SMA (DO-214AC),Single,No,image/diodes/schottky/93358.png
VS-10MQ040HM3,Enlarge,40,1,0.49,120,26 at 125 °C,150,SMA (DO-214AC),Single,Yes,image/diodes/schottky/94833.png
VS-10MQ040NTRPbF,Enlarge,40,1,0.54,120,26 at 125 °C,150,SMA (DO-214AC),Single,No,image/diodes/schottky/94117.png
VS-10MQ060-M3,Enlarge,60,1,0.57,40,7.5 at 125 °C,150,SMA (DO-214AC),Single,No,image/diodes/schottky/93351.png
VS-10MQ060HM3,Enlarge,60,1,0.57,40,7.5 at 125 °C,150,SMA (DO-214AC),Single,Yes,image/diodes/schottky/94835.png
VS-10MQ060NTRPbF,Enlarge,60,1,0.63,40,7.5 at 125 °C,150,SMA (DO-214AC),Single,No,image/diodes/schottky/94118.png
VS-10MQ100-M3,Enlarge,100,1,0.63,120,1 at 125 °C,150,SMA (DO-214AC),Single,No,image/diodes/schottky/93365.png
VS-10MQ100HM3,Enlarge,100,1,0.63,120,1 at 125 °C,150,SMA (DO-214AC),Single,Yes,image/diodes/schottky/94836.png
VS-10MQ100NTRPbF,Enlarge,100,1,0.78,120,1 at 125 °C,150,SMA (DO-214AC),Single,No,image/diodes/schottky/94119.png
VS-10TQ035-M3,Enlarge,35,10,0.49,1050,15 at 125 °C,175,TO-220AC 2L,Single,No,image/diodes/schottky/96260.png
VS-10TQ035HN3,Enlarge,35,10,0.49,1050,15 at 125 °C,175,TO-220AC,Single,Yes,image/diodes/schottky/96381.png
VS-10TQ035S-M3,Enlarge,35,10,0.49,1050,15 at 125 °C,175,D2PAK (TO-263AB),Single,No,image/diodes/schottky/94923.png
VS-10TQ035SHM3,Enlarge,35,10,0.49,1050,15 at 125 °C,175,D2PAK (TO-263AB),Single,Yes,image/diodes/schottky/94962.png
VS-10TQ040-M3,Enlarge,40,10,0.49,1050,15 at 125 °C,175,TO-220AC 2L,Single,No,image/diodes/schottky/96260.png
VS-10TQ040HN3,Enlarge,40,10,0.49,1050,15 at 125 °C,175,TO-220AC,Single,Yes,image/diodes/schottky/96381.png
VS-10TQ045-M3,Enlarge,45,10,0.49,1050,15 at 125 °C,175,TO-220AC 2L,Single,No,image/diodes/schottky/96260.png
VS-10TQ045HN3,Enlarge,45,10,0.49,1050,15 at 125 °C,175,TO-220AC,Single,Yes,image/diodes/schottky/96381.png
VS-10TQ045S-M3,Enlarge,45,10,0.49,1050,15 at 125 °C,175,D2PAK (TO-263AB),Single,No,image/diodes/schottky/94923.png
VS-10TQ045SHM3,Enlarge,45,10,0.49,1050,15 at 125 °C,175,D2PAK (TO-263AB),Single,Yes,image/diodes/schottky/94962.png
VS-10WQ045FN-M3,Enlarge,45,10,0.53,400,15 at 125 °C,175,DPAK (TO-252AA),Single,No,image/diodes/schottky/93284.png
VS-10WQ045FNHM3,Enlarge,,,,,,,,,,image/diodes/schottky/94737.png
VS-12CTQ...-1-M3 Series,Enlarge,35,2 x 6,0.53,690,7.0 at 125 °C,175,TO-262AA,Common cathode,No,image/diodes/schottky/94924.png
VS-12CTQ...-1-M3 Series,Enlarge,40,2 x 6,0.53,690,7.0 at 125 °C,175,TO-262AA,Common cathode,No,image/diodes/schottky/94924.png
VS-12CTQ...-1-M3 Series,Enlarge,45,2 x 6,0.53,690,7.0 at 125 °C,175,TO-262AA,Common cathode,No,image/diodes/schottky/94924.png
VS-12CTQ...S-M3,Enlarge,35,2 x 6,0.53,690,7.0 at 125 °C,175,D2PAK (TO-263AB),Common cathode,No,image/diodes/schottky/94924.png
VS-12CTQ...S-M3,Enlarge,40,2 x 6,0.53,690,7.0 at 125 °C,175,D2PAK (TO-263AB),Common cathode,No,image/diodes/schottky/94924.png
VS-12CTQ...S-M3,Enlarge,45,2 x 6,0.53,690,7.0 at 125 °C,175,D2PAK (TO-263AB),Common cathode,No,image/diodes/schottky/94924.png
VS-12CTQ035-M3,Enlarge,35,2 x 6,0.53,690,7 at 125 °C,175,TO-220AB 3L,Common cathode,No,image/diodes/schottky/96270.png
VS-12CTQ040-M3,Enlarge,40,2 x 6,0.53,690,7 at 125 °C,175,TO-220AB 3L,Common cathode,No,image/diodes/schottky/96270.png
VS-12CWQ03FN-M3,Enlarge,30,2 x 6,0.37,320,58 at 125 °C,150,DPAK (TO-252AA),Common cathode,No,image/diodes/schottky/93285.png
VS-12CWQ04FN-M3,Enlarge,40,2 x 6,0.48,550,40 at 125 °C,150,DPAK (TO-252AA),Common cathode,No,image/diodes/schottky/93286.png
VS-12CWQ04FNHM3,Enlarge,40,2 x 6,0.48,550,40 at 125 °C,150,DPAK (TO-252AA),Common cathode,Yes,image/diodes/schottky/94736.png
VS-12CWQ06FN-M3,Enlarge,60,2 x 6,0.57,320,35 at 125 °C,150,DPAK (TO-252AA),Common cathode,No,image/diodes/schottky/93289.png
VS-12CWQ06FNHM3,Enlarge,,,,,,,,,,image/diodes/schottky/94735.png
VS-12CWQ10FN-M3,Enlarge,100,2 x 6,0.65,330,4 at 125 °C,150,DPAK (TO-252AA),Common cathode,No,image/diodes/schottky/93295.png
VS-12CWQ10FNHM3,Enlarge,100,2 x 6,0.65,330,4 at 125 °C,150,DPAK (TO-252AA),Common cathode,Yes,image/diodes/schottky/94734.png
VS-12TQ035-M3,Enlarge,35,15,0.50,990,70 at 125 °C,150,TO-220AC 2L,Single,No,image/diodes/schottky/96261.png
VS-12TQ035S-M3,Enlarge,35,15,0.50,990,70 at 125 °C,150,D2PAK (TO-263AB),Single,No,image/diodes/schottky/94925.png
VS-12TQ035SHM3,Enlarge,35,15,0.50,990,70 at 125 °C,150,D2PAK (TO-263AB),Single,Yes,image/diodes/schottky/95853.png
VS-12TQ040-M3,Enlarge,40,15,0.50,990,70 at 125 °C,150,TO-220AC 2L,Single,No,image/diodes/schottky/96261.png
VS-12TQ040S-M3,Enlarge,40,15,0.50,990,70 at 125 °C,150,D2PAK (TO-263AB),Single,No,image/diodes/schottky/94925.png
VS-12TQ040SHM3,Enlarge,40,15,0.50,990,70 at 125 °C,150,D2PAK (TO-263AB),Single,Yes,image/diodes/schottky/95853.png
VS-12TQ045-M3,Enlarge,45,15,0.50,990,70 at 125 °C,150,TO-220AC 2L,Single,No,image/diodes/schottky/96261.png
VS-12TQ045S-M3,Enlarge,45,15,0.50,990,70 at 125 °C,150,D2PAK (TO-263AB),Single,No,image/diodes/schottky/94925.png
VS-12TQ045SHM3,Enlarge,45,15,0.50,990,70 at 125 °C,150,D2PAK (TO-263AB),Single,Yes,image/diodes/schottky/95853.png
VS-15CTQ...-1-M3 Series,Enlarge,35,2 x 7.5,0.51,810,32 at 125 °C,150,TO-262AA,Common cathode,No,image/diodes/schottky/94926.png
VS-15CTQ...-1-M3 Series,Enlarge,40,2 x 7.5,0.51,810,32 at 125 °C,150,TO-262AA,Common cathode,No,image/diodes/schottky/94926.png
VS-15CTQ...-1-M3 Series,Enlarge,45,2 x 7.5,0.51,810,32 at 125 °C,150,TO-262AA,Common cathode,No,image/diodes/schottky/94926.png
VS-15CTQ...S-M3,Enlarge,40,2 x 7.5,0.51,810,32 at 125 °C,150,D2PAK (TO-263AB),Common cathode,No,image/diodes/schottky/94926.png
VS-15CTQ...S-M3,Enlarge,45,2 x 7.5,0.51,810,32 at 125 °C,150,D2PAK (TO-263AB),Common cathode,No,image/diodes/schottky/94926.png
VS-15CTQ...S-M3,Enlarge,35,2 x 7.5,0.51,810,32 at 125 °C,150,D2PAK (TO-263AB),Common cathode,No,image/diodes/schottky/94926.png
VS-15CTQ035-M3,Enlarge,35,2 x 7.5,0.51,810,32 at 125 °C,150,TO-220AB 3L,Common cathode,No,image/diodes/schottky/96271.png
VS-15CTQ040-M3,Enlarge,40,2 x 7.5,0.51,810,32 at 125 °C,150,TO-220AB 3L,Common cathode,No,image/diodes/schottky/96271.png
VS-15CTQ045-M3,Enlarge,45,2 x 7.5,0.51,810,32 at 125 °C,150,TO-220AB 3L,Common cathode,No,image/diodes/schottky/96271.png
VS-15MQ040-M3,Enlarge,40,1.5,0.34,330,20 at 125 °C,150,SMA (DO-214AC),Single,No,image/diodes/schottky/93366.png
VS-15MQ040HM3,Enlarge,40,1.5,0.34,330,20 at 125 °C,150,SMA (DO-214AC),Single,Yes,image/diodes/schottky/94837.png
VS-15MQ040NTRPbF,Enlarge,40,1.5,0.43,330,20 at 125 °C,150,SMA (DO-214AC),Single,No,image/diodes/schottky/94141.png
VS-15TQ060-M3,Enlarge,60,15,0.56,1000,45 at 125 °C,150,TO-220AC 2L,Single,No,image/diodes/schottky/96290.png
VS-15TQ060S-M3,Enlarge,60,15,0.56,1000,45 at 125 °C,150,D2PAK (TO-263AB),Single,No,image/diodes/schottky/94927.png
VS-15TQ060SHM3,Enlarge,60,15,0.56,1000,45 at 125 °C,150,D2PAK (TO-263AB),Single,Yes,image/diodes/schottky/96305.png
VS-16CTQ...-1-M3 Series,Enlarge,60,2 x 8,0.58,850,7.0 at 125 °C,175,TO-262AA,Common cathode,No,image/diodes/schottky/94929.png
VS-16CTQ...-1-M3 Series,Enlarge,80,2 x 8,0.58,850,7.0 at 125 °C,175,TO-262AA,Common cathode,No,image/diodes/schottky/94929.png
VS-16CTQ...-1-M3 Series,Enlarge,100,2 x 8,0.58,850,7.0 at 125 °C,175,TO-262AA,Common cathode,No,image/diodes/schottky/94929.png
VS-16CTQ...-1HM3 Series,Enlarge,60 - 100,2 x 8,0.58,850,7.0 at 125 °C,175,TO-262AA,Common cathode,Yes,image/diodes/schottky/95861.png
VS-16CTQ...HN3 Series,Enlarge,60,2 x 8,0.58,850,7 at 125 °C,175,TO-220AB,Common cathode,Yes,image/diodes/schottky/94848.png
VS-16CTQ...HN3 Series,Enlarge,80,2 x 8,0.58,850,7 at 125 °C,175,TO-220AB,Common cathode,Yes,image/diodes/schottky/94848.png
VS-16CTQ...HN3 Series,Enlarge,100,2 x 8,0.58,850,7 at 125 °C,175,TO-220AB,Common cathode,Yes,image/diodes/schottky/94848.png
VS-16CTQ...S-M3,Enlarge,80,2 x 8,0.58,850,7.0 at 125 °C,175,D2PAK (TO-263AB),Common cathode,No,image/diodes/schottky/94929.png
VS-16CTQ...S-M3,Enlarge,100,2 x 8,0.58,850,7.0 at 125 °C,175,D2PAK (TO-263AB),Common cathode,No,image/diodes/schottky/94929.png
VS-16CTQ...S-M3,Enlarge,60,2 x 8,0.58,850,7.0 at 125 °C,175,D2PAK (TO-263AB),Common cathode,No,image/diodes/schottky/94929.png
VS-16CTQ...SHM3,Enlarge,60 - 100,2 x 8,0.58,850,7.0 at 125 °C,175,D2PAK (TO-263AB),Common cathode,Yes,image/diodes/schottky/95861.png
VS-16CTQ060-M3,Enlarge,60,2 x 8,0.58,850,7 at 125 °C,175,TO-220AB 3L,Common cathode,No,image/diodes/schottky/96272.png
VS-16CTQ080-M3,Enlarge,80,2 x 8,0.58,850,7 at 125 °C,175,TO-220AB 3L,Common cathode,No,image/diodes/schottky/96272.png
VS-16CTQ100-M3,Enlarge,100,2 x 8,0.58,850,7 at 125 °C,175,TO-220AB 3L,Common cathode,No,image/diodes/schottky/96272.png
VS-175BGQ030-N4,Enlarge,30,175,0.52,7400,920 at 125 °C,125,PowerTab®,Single,No,image/diodes/schottky/97218.png
VS-175BGQ030HN4,Enlarge,30,175,0.52,7400,920 at 125 °C,150,PowerTab®,Single,Yes,image/diodes/schottky/97217.png
VS-175BGQ045-N4,Enlarge,45,175,0.7,8700,640 at 125 °C,150,PowerTab®,Single,No,image/diodes/schottky/97220.png
VS-175BGQ045HN4,Enlarge,45,175,0.7,8700,640 at 125 °C,150,PowerTab®,Single,Yes,image/diodes/schottky/97219.png
VS-18TQ0..HN3 Series,Enlarge,35,18,0.53,1800,25 at 125 °C,175,TO-220AC,Single,Yes,image/diodes/schottky/94958.png
VS-18TQ0..HN3 Series,Enlarge,40,18,0.53,1800,25 at 125 °C,175,TO-220AC,Single,Yes,image/diodes/schottky/94958.png
VS-18TQ0..HN3 Series,Enlarge,45,18,0.53,1800,25 at 125 °C,175,TO-220AC,Single,Yes,image/diodes/schottky/94958.png
VS-18TQ035-M3,Enlarge,35,18,0.53,1800,25 at 125 °C,175,TO-220AC 2L,Single,No,image/diodes/schottky/96262.png
VS-18TQ035S-M3,Enlarge,35,18,0.53,1800,25 at 125 °C,175,D2PAK (TO-263AB),Single,No,image/diodes/schottky/94928.png
VS-18TQ035SHM3,Enlarge,35,18,0.53,1800,25 at 125 °C,175,D2PAK (TO-263AB),Single,Yes,image/diodes/schottky/96125.png
VS-18TQ040-M3,Enlarge,40,18,0.53,1800,25 at 125 °C,175,TO-220AC 2L,Single,No,image/diodes/schottky/96262.png
VS-18TQ040S-M3,Enlarge,40,18,0.53,1800,25 at 125 °C,175,D2PAK (TO-263AB),Single,No,image/diodes/schottky/94928.png
VS-18TQ040SHM3,Enlarge,40,18,0.53,1800,25 at 125 °C,175,D2PAK (TO-263AB),Single,Yes,image/diodes/schottky/96125.png
VS-18TQ045-M3,Enlarge,45,18,0.53,1800,25 at 125 °C,175,TO-220AC 2L,Single,No,image/diodes/schottky/96262.png
VS-18TQ045S-M3,Enlarge,45,18,0.53,1800,25 at 125 °C,175,D2PAK (TO-263AB),Single,No,image/diodes/schottky/94928.png
VS-18TQ045SHM3,Enlarge,45,18,0.53,1800,25 at 125 °C,175,D2PAK (TO-263AB),Single,Yes,image/diodes/schottky/96125.png
VS-19TQ015-M3,Enlarge,15,19,0.32,700,522 at 100 °C,125,TO-220AC 2L,Single,No,image/diodes/schottky/94151.png
VS-19TQ015S-M3,Enlarge,15,19,0.36,700,522 at 100 °C,125,D2PAK (TO-263AB),Single,No,image/diodes/schottky/95730.png
VS-20BQ030-M3,Enlarge,30,2,0.37,350,15 at 125 °C,150,SMB (DO-214AA),Single,No,image/diodes/schottky/93333.png
VS-20BQ030HM3,Enlarge,30,2,0.37,350,15 at 125 °C,150,SMB (DO-214AA),Single,Yes,image/diodes/schottky/95726.png
VS-20CTQ...-1-M3 Series,Enlarge,45,2 x 10,0.57,1060,15 at 125 °C,175,TO-262AA,Common cathode,No,image/diodes/schottky/94932.png
VS-20CTQ...-1-M3 Series,Enlarge,35,2 x 10,0.57,1060,15 at 125 °C,175,TO-262AA,Common cathode,No,image/diodes/schottky/94932.png
VS-20CTQ...-1-M3 Series,Enlarge,40,2 x 10,0.57,1060,15 at 125 °C,175,TO-262AA,Common cathode,No,image/diodes/schottky/94932.png
VS-20CTQ...HN3 Series,Enlarge,35,2 x 10,0.57,1060,15 at 125 °C,175,TO-220AB,Common cathode,Yes,image/diodes/schottky/94815.png
VS-20CTQ...HN3 Series,Enlarge,40,2 x 10,0.57,1060,15 at 125 °C,175,TO-220AB,Common cathode,Yes,image/diodes/schottky/94815.png
VS-20CTQ...HN3 Series,Enlarge,45,2 x 10,0.57,1060,15 at 125 °C,175,TO-220AB,Common cathode,Yes,image/diodes/schottky/94815.png
VS-20CTQ...S-M3,Enlarge,35,2 x 10,0.57,1060,15 at 125 °C,175,D2PAK (TO-263AB),Common cathode,No,image/diodes/schottky/94932.png
VS-20CTQ...S-M3,Enlarge,40,2 x 10,0.57,1060,15 at 125 °C,175,D2PAK (TO-263AB),Common cathode,No,image/diodes/schottky/94932.png
VS-20CTQ...S-M3,Enlarge,45,2 x 10,0.57,1060,15 at 125 °C,175,D2PAK (TO-263AB),Common cathode,No,image/diodes/schottky/94932.png
VS-20CTQ035-M3,Enlarge,35,2 x 10,0.57,1060,15 at 125 °C,175,TO-220AB 3L,Common cathode,No,image/diodes/schottky/96273.png
VS-20CTQ040-M3,Enlarge,40,2 x 10,0.57,1060,15 at 125 °C,175,TO-220AB 3L,Common cathode,No,image/diodes/schottky/96273.png
VS-20CTQ045-M3,Enlarge,45,2 x 10,0.57,1060,15 at 125 °C,175,TO-220AB 3L,Common cathode,No,image/diodes/schottky/96273.png
VS-20CTQ150-1-M3,Enlarge,150,2 x 10,0.66,1030,5.0 at 125 °C,175,TO-262AA,Common cathode,No,image/diodes/schottky/95731.png
VS-20CTQ150-1HM3,Enlarge,150,2 x 10,0.66,1030,5.0 at 125 °C,175,TO-262AA,Common cathode,Yes,image/diodes/schottky/95739.png
VS-20CTQ150-M3,Enlarge,150,2 x 10,0.66,1030,5 at 125 °C,175,TO-220AB 3L,Common cathode,No,image/diodes/schottky/96246.png
VS-20CTQ150S-M3,Enlarge,150,2 x 10,0.66,1030,5.0 at 125 °C,175,D2PAK (TO-263AB),Common cathode,No,image/diodes/schottky/95731.png
VS-20CTQ150SHM3,Enlarge,150,2 x 10,0.66,1030,5.0 at 125 °C,175,D2PAK (TO-263AB),Common cathode,Yes,image/diodes/schottky/95739.png
VS-20L15T-M3,Enlarge,15,20,See datasheet,700,600 at 100 °C,125,TO-220AC 2L,Single,No,image/diodes/schottky/96291.png
VS-20L15TS-M3,Enlarge,15,20,0.33,700,600 at 100 °C,125,D2PAK (TO-263AB),Single,No,image/diodes/schottky/95734.png
VS-20MQ040-M3,Enlarge,40,2,0.63,120,26 at 125 °C,150,SMA (DO-214AC),Single,No,image/diodes/schottky/93370.png
VS-20MQ040HM3,Enlarge,40,2,0.63,120,26 at 125 °C,150,SMA (DO-214AC),Single,Yes,image/diodes/schottky/94838.png
VS-20MQ040NTRPbF,Enlarge,40,2,0.63,120,26 at 125 °C,150,SMA (DO-214AC),Single,No,image/diodes/schottky/94593.png
VS-20MQ060-M3,Enlarge,60,2,0.68,40,7.5 at 125 °C,150,SMA (DO-214AC),Single,No,image/diodes/schottky/93408.png
VS-20MQ060HM3,Enlarge,60,2,0.68,40,7.5 at 125 °C,150,SMA (DO-214AC),Single,Yes,image/diodes/schottky/94839.png
VS-20MQ060NTRPbF,Enlarge,60,2,See datasheet,40,7.5 at 125 °C,150,SMA (DO-214AC),Single,No,image/diodes/schottky/94592.png
VS-20MQ100-M3,Enlarge,100,2,0.72,120,1 at 125 °C,150,SMA (DO-214AC),Single,No,image/diodes/schottky/93361.png
VS-20MQ100HM3,Enlarge,100,2,0.72,120,1 at 125 °C,150,SMA (DO-214AC),Single,Yes,image/diodes/schottky/94840.png
VS-20MQ100NTRPbF,Enlarge,100,2,0.72,120,1 at 125 °C,150,SMA (DO-214AC),Single,No,image/diodes/schottky/94591.png
VS-20TQ035-M3,Enlarge,35,20,0.51,1800,105 at 125 °C,150,TO-220AC 2L,Single,No,image/diodes/schottky/96263.png
